"id","PatentClaim","patent_id","text","claim","dependency","sequence","level","gold","expected_claimType"
"39429","7854487-0001","7854487","1. an image forming method for forming an image on a recording medium by forming dots on the recording medium by depositing droplets on the recording medium by a recording head having a plurality of nozzles ejecting the droplets while moving the recording head and the recording medium relatively to each other by conveying at least one of the recording head and the recording medium in a relative conveyance direction, wherein the image to be formed is divided into a plurality of regions; a density in each of the plurality of regions is set as a prescribed density so as to form the image; a droplet deposition rate is defined as a ratio of a number of the dots actually formed by depositing the droplets from one of the nozzles within each of the plurality of regions with respect to a maximum number of the dots formable by depositing the droplets from the one of the nozzles within the region; and tonal gradation in the image is represented by means of a collection of the dots based on a dot arrangement specified according to the droplet deposition rate calculated from image data of the image to be formed, the image forming method comprising:","1","0","1","1","1",1
"39430","7854487-0001","7854487","a droplet deposition rate calculation step of calculating the droplet deposition rate from the image data;","1","1","2","2","1",1
"39431","7854487-0001","7854487","a dot arrangement specification step of specifying a dot arrangement pattern from the droplet deposition rate calculated in the droplet deposition rate calculation step; and","1","1","3","2","1",1
"39432","7854487-0001","7854487","a droplet deposition control step of controlling droplet deposition operation performed by the recording head in such a manner that the dot arrangement pattern specified in the dot arrangement specification step is achieved,","1","1","4","2","1",1
"39433","7854487-0001","7854487","wherein, in at least one of the plurality of the regions where the droplet deposition rate calculated in the droplet deposition rate calculation step is lower than a maximum droplet deposition rate and is higher than a prescribed reference value, a dot line in a main scanning direction substantially perpendicular to the relative conveyance direction is formed in which the dots are continuously aligned so as to mutually overlap by a prescribed overlap ratio, in accordance with the droplet deposition rate calculated in the droplet deposition rate calculation step,","1","1","5","2","1",1
"39434","7854487-0001","7854487","wherein, in at least one of the plurality of the regions where the droplet deposition rate calculated in the droplet deposition rate calculation step is lower than a prescribed reference value, an oblique dot line in a direction oblique to the main scanning direction is formed in which the dots are continuously aligned so as to mutually overlap by a prescribed overlap ratio, in accordance with the droplet deposition rate calculated in the droplet deposition rate calculation step.","1","1","6","2","1",1
"39832","7881866-0008","7881866","8. a method of generating an alarm aboard an aircraft, the method comprising:","8","0","12","1","1",1
"39833","7881866-0008","7881866","detecting penetration of a cartographic representation of terrain and a deployment protection volume of the aircraft, the deployment protection volume being tied to a current position of the aircraft and extending in a direction of progress of the aircraft, and the deployment protection volume having a potential trajectory comprising a predicted trajectory, a terrain avoidance maneuver trajectory, and a transition trajectory between the predicted trajectory and the terrain avoidance maneuver trajectory;","8","12","13","2","1",1
"39834","7881866-0008","7881866","locating one or more locations of the penetration on the deployment protection volume;","8","12","14","2","1",1
"39835","7881866-0008","7881866","generating a first type of alert corresponding to the one or more locations of penetration when the one or more locations are on the terrain avoidance maneuver trajectory; and","8","12","15","2","1",1
"39836","7881866-0008","7881866","generating a second type of alert corresponding to the one or more locations of penetration when the one or more locations are not on the terrain avoidance maneuver trajectory.","8","12","16","2","1",1
"39837","7882033-0021","7882033","21. a system for providing communication services for patrons at a hospitality facility, comprising:","21","0","39","1","2",2
"39838","7882033-0021","7882033","a first terminal configured to transmit contact information and a patron identifier associated with a patron at the first terminal, wherein the first terminal is configured to present wagering games;","21","39","40","2","2",2
"39839","7882033-0021","7882033","a server configured to receive the patron identifier and the contact information from the first terminal, authenticate the patron using the patron identifier, determine a location of a contact based on the contact information, and establish a communication link between the patron at the first terminal and the determined location of the contact, wherein the communication link is configured to transmit sound information; and","21","39","41","2","2",2
"39840","7882033-0021","7882033","a network communicatively connected to the first terminal, the server, and the determined location of the contact.","21","39","42","2","2",2
"40116","7904046-0001","7904046","1. a radio equipment comprising:","1","0","1","1","2",2
"40117","7904046-0001","7904046","a controller;","1","1","2","2","2",2
"40118","7904046-0001","7904046","a radio module connected to said controller;","1","1","3","2","2",2
"40119","7904046-0001","7904046","a first antenna having a radio coverage range and connected to said radio module; and","1","1","4","2","2",2
"40120","7904046-0001","7904046","a second antenna having a radio coverage range narrower than that of said a first antenna and connected to said radio module;","1","1","5","2","2",2
"40121","7904046-0001","7904046","wherein:","1","1","6","2","2",2
"40122","7904046-0001","7904046","said controller is able to selectively change between said first antenna and said second antenna;","1","6","7","3","2",2
"40123","7904046-0001","7904046","said controller continues to select said first antenna until a time a specific service becomes ready even if it is possible to communicate through said second antenna to other equipment;","1","6","8","3","2",2
"40124","7904046-0001","7904046","when said specific service becomes ready, said controller changes over from said first antenna to said second antenna to communicate through said second antenna to said other equipment;","1","6","9","3","2",2
"40125","7904046-0001","7904046","the radio coverage range of the second antenna is within the radio coverage range of the first antenna;","1","6","10","3","2",2
"40126","7904046-0001","7904046","when said controller detects approach of a radio equipment during a time period of providing services to said other equipment, said controller communicates with said radio equipment through said second antenna after providing said other equipment with said services; and","1","6","11","3","2",2
"40127","7904046-0001","7904046","wherein said controller changes over from said second antenna to said first antenna after providing said other equipment with said services, when said controller detects no approach of a radio equipment other than said other equipment during a time period of providing service to said other equipment.","1","6","12","3","2",2
"40438","7924184-0013","7924184","13. an integrated circuit comprising:","13","0","25","1","2",2
"40439","7924184-0013","7924184","programmable circuitry; and","13","25","26","2","2",2
"40440","7924184-0013","7924184","a channel of high-speed serial transmitter circuitry that is hard-wired to include a parallel data input bus for always receiving from the programmable circuitry a predetermined number of data bits in parallel, said bits being transmitted by the channel serially;","13","25","27","2","2",2
"40441","7924184-0013","7924184","wherein a portion of the programmable circuitry is programmed to receive successive groups of parallel bits and to output bits thus received to the bus in successive blocks of the predetermined number of parallel bits, each of which groups can include a number of bits having any of a plurality of programmably selectable ratios to the predetermined number; wherein the channel transmits the data bits serially at a serial bit rate and produces a first reference clock signal having a first frequency that is the serial bit rate divided by the predetermined number; wherein said portion of the programmable circuitry is responsive to the first reference clock signal to clock successive blocks out of said portion onto the bus; and wherein the programmable circuitry further comprises:","13","25","28","2","2",2
"40442","7924184-0013","7924184","phase-locked loop circuitry that receives the first reference clock signal and that is programmable to produce a second clock signal having a second frequency that has any one of the programmably selectable ratios to the first frequency.","13","25","29","2","2",2
"40562","7938309-0001","7938309","1. a friction stir welding process for forming a weld between at least a first part made of metal alloy a with at least a second part made of a dissimilar metal alloy b, comprising the steps of:","1","0","1","1","1",1
"40563","7938309-0001","7938309","placing said first and second parts side by side to form a joint therebetween, and","1","1","2","2","1",1
"40564","7938309-0001","7938309","welding the first and second parts along the joint by moving a rotating tool along the joint at a predetermined travel speed,","1","1","3","2","1",1
"40565","7938309-0001","7938309","wherein the predetermined travel speed alternates in continuous service in repeated cycles of predetermined duration between a first predetermined maximum average travel speed v1 and a second predetermined minimum average travel speed v2, where 0≦v2≦0.8×v1.","1","1","4","2","1",1
"41900","8041199-0001","8041199","1. a deicer system for heating water within a fluid receptacle to prevent ice from forming, the system comprising:","1","0","1","1","2",2
"41901","8041199-0001","8041199","a main body configured to be positioned within the fluid receptacle;","1","1","2","2","2",2
"41902","8041199-0001","8041199","a heating element adapted to heat the water, wherein said heating element is supported by said main body;","1","1","3","2","2",2
"41903","8041199-0001","8041199","a concealing cover that is configured to hide said main body and said heating element from view, said concealing cover having a larger axial envelope than said main body and said heating element, said concealing cover being shaped as one or more of a rock, snow pile, iceberg, snow bank, tree stump, lily pad, turtle, or frog; and","1","1","4","2","2",2
"41904","8041199-0001","8041199","a control unit separate and distinct from and in communication with said heating element, wherein said control unit is adapted to control operation of said heater, wherein said control unit comprises at least one of a processor, a microprocessor, an integrated circuit, and a plurality of discrete logic components, wherein said control unit is adapted to be programmed at least in part by an input device.","1","1","5","2","2",2
"41926","8043731-0021","8043731","21. a method comprising:","21","0","26","1","1",1
"41927","8043731-0021","8043731","surface processing a (al,in,ga)n wafer along a first side thereof produce a (al,in,ga)n wafer having a wedge conformation; and","21","26","27","2","1",1
"41928","8043731-0021","8043731","surface processing the (al,in,ga)n wafer having a wedge conformation along a second side thereof to alter the wedge conformation;","21","26","28","2","1",1
"41929","8043731-0021","8043731","wherein, following the first and second surface processing steps, the first side of the (al,in,ga)n wafer is tilted away from the (al,in,ga)n lattice c-plane, and the second side of the (al,in,ga)n wafer is tilted away from the (al,in,ga)n lattice c-plane.","21","26","29","2","1",1
"42224","8069676-0001","8069676","1. a water vapor distillation system comprising:","1","0","1","1","2",2
"42225","8069676-0001","8069676","a water vapor distillation apparatus comprising:","1","1","2","2","2",2
"42226","8069676-0001","8069676","a source fluid input;","1","2","3","3","2",2
"42227","8069676-0001","8069676","an evaporator condenser apparatus comprising:","1","2","4","3","2",2
"42228","8069676-0001","8069676","a substantially cylindrical housing; and","1","4","5","4","2",2
"42229","8069676-0001","8069676","a plurality of tubes in said housing,","1","4","6","4","2",2
"42230","8069676-0001","8069676","whereby said source fluid input is fluidly connected to said evaporator condenser and said evaporator condenser transforms source fluid into steam and transforms compressed steam into product fluid;","1","1","7","2","2",2
"42231","8069676-0001","8069676","a heat exchanger fluidly connected to said source fluid input and a product fluid output, said heat exchanger comprising:","1","7","8","3","2",2
"42232","8069676-0001","8069676","an outer tube; and","1","8","9","4","2",2
"42233","8069676-0001","8069676","at least one inner tube; and","1","8","10","4","2",2
"42234","8069676-0001","8069676","a regenerative blower fluidly connected to said evaporator condenser, whereby said regenerative blower compresses steam, and whereby the compressed steam flows to the evaporative condenser where compressed steam is transformed into product fluid; and","1","7","11","3","2",2
"42235","8069676-0001","8069676","a stirling engine electrically connected to said water vapor distillation apparatus, wherein said stirling engine at least partially powers said water vapor distillation apparatus wherein said stirling engine comprising:","1","1","12","2","2",2
"42236","8069676-0001","8069676","at least one rocking drive mechanism comprising:","1","12","13","3","2",2
"42237","8069676-0001","8069676","a rocking beam having a rocker pivot:","1","12","14","3","2",2
"42238","8069676-0001","8069676","at least one cylinder;","1","12","15","3","2",2
"42239","8069676-0001","8069676","at least one piston, the piston housed within a respective cylinder whereby the piston is capable of substantially linearly reciprocating within the respective cylinder; and","1","12","16","3","2",2
"42240","8069676-0001","8069676","at least one coupling assembly having a proximal end and a distal end, the proximal end being connected to the piston and the distal end being connected to the rocking beam by an end pivot, whereby linear motion of the piston is converted to rotary motion of the rocking beam;","1","12","17","3","2",2
"42241","8069676-0001","8069676","a crankcase housing the rocking beam and housing a first portion of the coupling assembly;","1","1","18","2","2",2
"42242","8069676-0001","8069676","a crankshaft coupled to the rocking beam by way of a connecting rod, whereby the rotary motion of the rocking beam is transferred to the crankshaft;","1","1","19","2","2",2
"42243","8069676-0001","8069676","a working space housing the at least one cylinder, the at least one piston and a second portion of the coupling assembly; and","1","1","20","2","2",2
"42244","8069676-0001","8069676","a seal for sealing the workspace from the crankcase.","1","1","21","2","2",2
"42292","8076614-0001","8076614","1. a cooking system that combines stages of magnetic induction, convection, and radiant heating, comprising:","1","0","1","1","2",2
"42293","8076614-0001","8076614","a housing defining a cooking chamber and having an inlet for feeding food product into said cooking chamber, and an outlet for discharging cooked food product from said cooking chamber;","1","1","2","2","2",2
"42294","8076614-0001","8076614","a conveyor apparatus for conveying food product from said inlet to said outlet;","1","1","3","2","2",2
"42295","8076614-0001","8076614","an array of heating elements disposed in said cooking chamber between said inlet and said outlet;","1","1","4","2","2",2
"42296","8076614-0001","8076614","a magnetic induction heating stage positioned proximate said inlet; and","1","1","5","2","2",2
"42297","8076614-0001","8076614","a pressurized air injection system having air outlets disposed proximate said inlet in said cooking chamber for providing a bank of forced air over the food product during an initial thaw stage of the cooking process,","1","1","6","2","2",2
"42298","8076614-0001","8076614","wherein said magnetic induction stage and said convection and radiant heating stages are spatially separated and are provided sequentially as food product moves from said inlet to said outlet.","1","1","7","2","2",2
"42649","8105239-0001","8105239","1. a method of reconstructing a 3d image, comprising the steps of:","1","0","1","1","1",1
"42650","8105239-0001","8105239","(a) scanning heart and surrounding tissue with a 2d ultrasound scanner;","1","1","2","2","1",1
"42651","8105239-0001","8105239","(b) recording a succession of 2d scans to image the heart tissue;","1","1","3","2","1",1
"42652","8105239-0001","8105239","(c) filling a plurality of voxels of a 3d array with the recorded 2d scans;","1","1","4","2","1",1
"42653","8105239-0001","8105239","(d) applying an artificial neural network to classify the voxels of the 3d array by selecting voxels representing blood-filled areas of the heart tissue and rejecting voxels representing non blood-filled areas of the surrounding tissue;","1","1","5","2","1",1
"42654","8105239-0001","8105239","(e) discriminating between arteries and veins of the heart tissue and chambers of the heart; and","1","1","6","2","1",1
"42655","8105239-0001","8105239","(f) displaying the arteries and veins of the heart tissue.","1","1","7","2","1",1
"42660","8107046-0001","8107046","1. a liquid crystal display device, comprising:","1","0","1","1","2",2
"42661","8107046-0001","8107046","first and second substrates facing and spaced apart from each other;","1","1","2","2","2",2
"42662","8107046-0001","8107046","a gate line on an inner surface of the first substrate;","1","1","3","2","2",2
"42663","8107046-0001","8107046","a data line crossing the gate line to define a plurality of first sub-pixel regions for displaying color, and a second sub-pixel region for adjusting a viewing angle;","1","1","4","2","2",2
"42664","8107046-0001","8107046","a thin film transistor connected to the data line and the gate line;","1","1","5","2","2",2
"42665","8107046-0001","8107046","a plurality of first pixel electrodes in each of the plurality of first sub-pixel regions;","1","1","6","2","2",2
"42666","8107046-0001","8107046","a plurality of first common electrodes alternating with the plurality of first pixel electrodes in each of the plurality of first sub-pixel regions;","1","1","7","2","2",2
"42667","8107046-0001","8107046","a second pixel electrode in the second sub-pixel region;","1","1","8","2","2",2
"42668","8107046-0001","8107046","a second common electrode in the second sub-pixel region, the second common electrode facing the second pixel electrode; and","1","1","9","2","2",2
"42669","8107046-0001","8107046","a liquid crystal layer between the first and second substrates,","1","1","10","2","2",2
"42670","8107046-0001","8107046","wherein a first common voltage is applied to the plurality of first common electrodes, and a second common voltage different from the first common voltage is applied to the second common electrode.","1","1","11","2","2",2
"43612","8181328-0001","8181328","1. a fixing method for fixing components together in which two components in the form of a first component and a second component are positioned such that they are mutually superimposed in predetermined relative positions, and are then fixed together, wherein","1","0","1","1","1",1
"43613","8181328-0001","8181328","the first component has at least two portions for engagement that are recessed in a contact surface thereof which is placed against the second component towards a surface thereof, and the second component is made of a thermoplastic resin and has at least two protruding portions that protrude from positions that correspond to the portions for engagement of the first component on a surface of the second component which is located on the opposite side from the contact surface thereof which is placed against the first component, and wherein","1","1","2","2","1",1
"43614","8181328-0001","8181328","the fixing method for fixing components together is provided with:","1","1","3","2","1",1
"43615","8181328-0001","8181328","a first step in which the contact surfaces of both the first component and the second component are placed against each other, and the positions of the portions for engagement and the protruding portions are matched together; and","1","1","4","2","1",1
"43616","8181328-0001","8181328","a second step in which, by pressing a transmitting component that transmits ultrasonic waves on the protruding portions of the second component, the second component is softened by the ultrasonic waves and forms engaging portions that are made to protrude into the portions for engagement of the first component and become engaged with these portions for engagement.","1","1","5","2","1",1
"44204","8240209-0001","8240209","1. a non-destructive testing method for detecting a sign of failure that occurs when a high-pressure tank for storing a high-pressure fluid is filled with said fluid, said method comprising:","1","0","1","1","1",1
"44205","8240209-0001","8240209","detecting acoustic emissions generated by a deformation of a material, or by microcracks in a material, or a failure of a material in which said microcracks have grown, with an acoustic emission sensor;","1","1","2","2","1",1
"44206","8240209-0001","8240209","receiving a group of acoustic emission signals which are made up of elastic waves of the same frequency generated continuously for a short period;","1","1","3","2","1",1
"44207","8240209-0001","8240209","determining a hit rate in which said elastic waves are counted as one hit, said hit rate indicating a change in the hit over time; and","1","1","4","2","1",1
"44208","8240209-0001","8240209","measuring a pressure of the high-pressure tank and the acoustic emission signal while the high-pressure tank is filled with said fluid, wherein","1","1","5","2","1",1
"44209","8240209-0001","8240209","the sign of failure is detected by finding the change in the hit rate with respect to an internal pressure of the high-pressure tank corresponding to the hit rate, and","1","1","6","2","1",1
"44210","8240209-0001","8240209","the sign of failure is determined from a value at which the hit rate, which has been increasing in proportion to the pressure of the high-pressure tank when said pressure is less than the maximum usage pressure, does not increase further and reaches a saturation state.","1","1","7","2","1",1
"44467","8265391-0012","8265391","12. apparatus for processing a received signal of an image, said apparatus comprising:","12","0","21","1","2",2
"44468","8265391-0012","8265391","circuitry that derives information regarding counts of pixels in said image having different luminance values;","12","21","22","2","2",2
"44469","8265391-0012","8265391","circuitry that, for each of said luminance values, when said count of pixels exceeds a first value, reduces said count of pixels to said first value and increases counts of pixels having other luminance values to derive revised counts of said different luminance values; and","12","21","23","2","2",2
"44470","8265391-0012","8265391","a processor that provides an output pixel of an output image signal based on an input pixel and said revised counts of said different luminance values.","12","21","24","2","2",2
"45046","8316144-0001","8316144","1. a system comprising:","1","0","1","1","2",2
"45047","8316144-0001","8316144","a user interface coupled to a processor and associated memory operable as a graphic user interface configured to allow a user to set up quality of service (qos) provisioning for at least a plurality of voice-over internet protocol (voip) devices, and to display one or more selected ip phone subnets, that include voice-supported subnets, an indication of a current qos policy for each displayed subnet and an indicator to apply a new qos policy to each displayed subnet; and","1","1","2","2","2",2
"45048","8316144-0001","8316144","a network policy server, accessed by the user, comprising a processor and associated memory operable for provisioning qos related policies for the plurality of voice over internet protocol (voip) devices during set up.","1","2","3","3","2",2
"45277","8331257-0001","8331257","1. a method for generating network traffic metrics for a group of network devices, comprising:","1","0","1","1","1",1
"45278","8331257-0001","8331257","causing association of tags with interfaces representing network devices that belong to multiple, different groups of network devices, each tag identifying at least one of the multiple, different groups of network devices;","1","1","2","2","1",1
"45279","8331257-0001","8331257","identifying a particular tag that corresponds to and enables monitoring of a particular group of network devices included in the multiple, different groups of network devices;","1","1","3","2","1",1
"45280","8331257-0001","8331257","identifying, from among the interfaces associated with the tags, a subset of the interfaces that were associated with the particular tag that corresponds to and enables monitoring of the particular group of network devices;","1","1","4","2","1",1
"45281","8331257-0001","8331257","accessing the network traffic metrics measured for each interface included in the identified subset of the interfaces that were associated with the particular tag;","1","1","5","2","1",1
"45282","8331257-0001","8331257","aggregating the network traffic metrics to determine collective network traffic metrics for the particular group of network devices; and","1","1","6","2","1",1
"45283","8331257-0001","8331257","storing data representing the collective network traffic metrics determined for the particular group of network devices based on the aggregation of the network traffic metrics.","1","1","7","2","1",1
"45340","8335349-0020","8335349","20. a tracking unit implemented by a processor, comprising:","20","0","24","1","2",2
"45341","8335349-0020","8335349","an image frame identifier to identify a time signature generated by a non-stationary infra-red (ir) beacon; and","20","24","25","2","2",2
"45342","8335349-0020","8335349","a triangulation unit to access image data associated with the ir beacon using only the time signature of the non-stationary ir beacon to determine a three-dimensional position of the non-stationary ir beacon.","20","24","26","2","2",2
"45343","8336267-0021","8336267","21. a method of transferring shear forces from a structural element to a foundation on which the structural element is supported, comprising the steps of:","21","0","26","1","1",1
"45344","8336267-0021","8336267","(a) mounting a shear lug within a foundation prior to the foundation hardening, the shear lug having a first component having a hole for receiving an anchor rod, and a second component extending at an angle to the first component down into the foundation;","21","26","27","2","1",1
"45345","8336267-0021","8336267","(b) mounting the anchor rod through the hole in the first component of the shear lug and within the foundation prior to the foundation hardening, a portion of the one or more anchor rods extending above the foundation and no portion of the anchor rod contacting the second component; and","21","26","28","2","1",1
"45346","8336267-0021","8336267","(c) mounting the structural element to the portion of the one or more anchor rods extending above the foundation.","21","26","29","2","1",1
"45382","8340116-0002","8340116","2. a personal area network comprising:","2","0","7","1","2",0
"45383","8340116-0002","8340116","a plurality of sub-tree coordinators, each sub-tree coordinator of the plurality being associated with a sub-tree, each sub-tree comprising a plurality of nodes, each of the plurality of sub-tree coordinators having a same logical address;","2","7","8","2","2",0
"45384","8340116-0002","8340116","a personal area network coordinator having a full duty cycle, the personal area network being configured to perform steps comprising,","2","7","9","2","2",0
"45385","8340116-0002","8340116","assigning a unique time slot of a superframe to each of the plurality of sub-tree coordinators,","2","9","10","3","2",0
"45386","8340116-0002","8340116","communicating with each of the plurality of sub-tree coordinators only during the time slot assigned to the sub-tree coordinator, and","2","9","11","3","2",0
"45387","8340116-0002","8340116","identifying each sub-tree coordinator of the plurality based on the time slot in which the communication occurred;","2","9","12","3","2",0
"45388","8340116-0002","8340116","each of the plurality of sub-tree coordinators having a duty cycle that is less than the duty cycle of the personal area network coordinator, each of the plurality of sub-tree coordinators being configured to perform steps comprising","2","7","13","2","2",0
"45389","8340116-0002","8340116","receiving the assignment of the time slot from the personal area network coordinator,","2","13","14","3","2",0
"45390","8340116-0002","8340116","waking up only during duty cycle of the each sub-tree coordinator and during the assigned time slot, and","2","13","15","3","2",0
"45391","8340116-0002","8340116","communicating with the personal area network coordinator only during the assigned time slot.","2","13","16","3","2",0
"45920","8389299-0001","8389299","1. a biosensor array for plasmon resonance-based sensing of a plurality of different biological targets simultaneously, the array comprising a transparent substrate having a surface bearing a plurality of assay spots for plasmon resonance sensing, each of said assay spots comprising a discrete metallic island, said metallic island comprising a plurality of metallic nanoparticles to which are attached functionalizing molecules for binding to said biological target, different said islands being different said functionalizing molecules for binding to different ones of said biological targets, and wherein total internal reflection of light at said surface at a wavelength at or near said plasmon resonance results in scattering of said light away from said surface, said scattering being modulated by said binding of said biological targets;","1","0","1","1","2",0
"45921","8389299-0001","8389299","wherein said metallic islands of said array are spaced apart, arranged at intervals of at least 0.1 mm on a non-conducting substrate, and","1","1","2","2","2",0
"45922","8389299-0001","8389299","wherein within said metallic island, said plurality of metallic nanoparticles comprise a discontinuous layer of individual, multi-faceted nanoparticles.","1","1","3","2","2",0
"46173","8408917-0015","8408917","15. a method for simulating forcible entry of a locked door, comprising:","15","0","25","1","1",1
"46174","8408917-0015","8408917","wedging a tool between a door frame and a first side of a door, said door having a second side, opposite the first side, which is hingedly connected to the door frame by spring-loaded hinges;","15","25","26","2","1",1
"46175","8408917-0015","8408917","compressing springs of the spring-loaded hinges in response to a spreading force caused by the wedging;","15","25","27","2","1",1
"46176","8408917-0015","8408917","allowing the first side of the door to be spread away from the door frame in response to the compressing; and","15","25","28","2","1",1
"46177","8408917-0015","8408917","using the tool to force the door open against a simulated force of a locking device that is provided by an elongated member that is inserted through a first retaining bracket disposed on the frame and a second retaining bracket disposed on the door to keep the door from swinging open, wherein breaking the elongated member simulates breaking the locking device when using the tool to force the door open.","15","25","29","2","1",1
"46182","8410140-0001","8410140","1. a method for reducing pain in a human subject, comprising perineurally administering 5 μg/kg or less dexmedetomidine in combination with ropivacaine as a peripheral nerve block.","1","0","1","1","1",1
"46448","8425050-0009","8425050","9. a keystone correction method for a projection display device which projects an image on a projection surface, comprising:","9","0","29","1","1",1
"46449","8425050-0009","8425050","(a) obtaining a first parameter corresponding to a projection angle showing a relative posture of the projection display device to the projection surface;","9","29","30","2","1",1
"46450","8425050-0009","8425050","(b) calculating a position of a vanishing point in displaying the image by projection on the projection surface with the projection angle, based on the first parameter;","9","29","31","2","1",1
"46451","8425050-0009","8425050","(c) obtaining an actual zoom ratio at which the projection section actually displays the image by projection on the projection surface;","9","29","32","2","1",1
"46452","8425050-0009","8425050","(d) correcting the first parameter based on a fixed reference zoom ratio and the actual zoom ratio to calculate a second parameter; and","9","29","33","2","1",1
"46453","8425050-0009","8425050","(e) performing a keystone correction of the image based on the fixed reference zoom ratio and the second parameter.","9","29","34","2","1",1
"46473","8429004-0001","8429004","1. a method for measuring retail store display compliance, comprising the steps of:","1","0","1","1","1",1
"46474","8429004-0001","8429004","moving a mobile image capture unit comprising a first computer to multiple positions within a retail store;","1","1","2","2","1",1
"46475","8429004-0001","8429004","capturing a plurality of still images of one or more product displays or product shelves at multiple positions within the retail store with said mobile image capture unit;","1","1","3","2","1",1
"46476","8429004-0001","8429004","associating the still images with related information using the first computer; and","1","1","4","2","1",1
"46477","8429004-0001","8429004","transmitting, by said mobile capture unit the still images and the related information to a second computer for storage and processing;","1","1","5","2","1",1
"46478","8429004-0001","8429004","processing the still images to optimize image quality using the second computer;","1","1","6","2","1",1
"46479","8429004-0001","8429004","stitching the images together to create panoramic views of retail store conditions using the first computer;","1","1","7","2","1",1
"46480","8429004-0001","8429004","comparing the one or more product displays or product shelves in the images with images in a library using the second computer;","1","1","8","2","1",1
"46481","8429004-0001","8429004","obtaining identification information about the one or more product displays or product shelves from the results of the comparison between the one or more product displays or product shelves with images in the library;","1","1","9","2","1",1
"46482","8429004-0001","8429004","storing said identification information for the one or more product displays or product shelves in a computer memory of the second computer;","1","1","10","2","1",1
"46483","8429004-0001","8429004","determining compliance of the one or more product displays or product shelves with reference to an external data repository using the second computer; and","1","1","11","2","1",1
"46484","8429004-0001","8429004","generating one or more summary reports or one or more alerts based upon the determination of compliance using the second computer.","1","1","12","2","1",1
"48285","8564828-0001","8564828","1. a method of assessing color gamut requirements for a print job and a printing device, the method comprising:","1","0","1","1","1",1
"48286","8564828-0001","8564828","receiving a print job;","1","1","2","2","1",1
"48287","8564828-0001","8564828","producing, by a computing device, a color transformation for the print job using at least a color gamut error profile;","1","1","3","2","1",1
"48288","8564828-0001","8564828","producing, by the computing device, result information based on the color transformation by:","1","1","4","2","1",1
"48289","8564828-0001","8564828","determining an in-gamut color difference by color transforming the print job from an initial color space to a resulting color space using a color characterization profile to produce a color transformed print job,","1","4","5","3","1",1
"48290","8564828-0001","8564828","color transforming the color transformed print job from the resulting color space back to the initial color space using an inverse color characterization profile to produce an output print job, and","1","4","6","3","1",1
"48291","8564828-0001","8564828","determining an amount of color drift by comparing the print job to the output print job; and","1","4","7","3","1",1
"48292","8564828-0001","8564828","providing the result information to a user.","1","1","8","2","1",1
"49211","8653754-0001","8653754","1. a current driving circuit configured to generate a driving current being supplied to a light emitting element being driven, the current driving circuit comprising:","1","0","1","1","2",2
"49212","8653754-0001","8653754","a reference voltage input terminal configured to receive an external reference voltage from an external circuit;","1","1","2","2","2",2
"49213","8653754-0001","8653754","a resistor connection terminal via which an external resistor is connected as an external component;","1","1","3","2","2",2
"49214","8653754-0001","8653754","an output terminal via which the light emitting element is connected;","1","1","4","2","2",2
"49215","8653754-0001","8653754","a reference voltage generating unit configured to generate an internal reference voltage;","1","1","5","2","2",2
"49216","8653754-0001","8653754","a transistor arranged such that one terminal thereof is connected to the resistor connection terminal; and","1","1","6","2","2",2
"49217","8653754-0001","8653754","an operational amplifier including first and second non-inverting input terminals and a single inverting input terminal, configured to output, via an output terminal thereof, a voltage that corresponds to the difference between a voltage input to the inverting input terminal and a lower voltage selected from among voltages input to the first and second non-inverting input terminals, and arranged such that the output terminal thereof is connected to a control terminal of the transistor, the internal reference voltage is input to the first non-inverting input terminal thereof, the external reference voltage is input to the second non-inverting input terminal thereof, and the inverting input terminal thereof is connected to the resistor connection terminal,","1","1","7","2","2",2
"49218","8653754-0001","8653754","wherein, in a state in which the external resistor is connected between the resistor connection terminal and a ground terminal, a driving current that corresponds to a current that flows through the transistor is output via the output terminal.","1","1","8","2","2",2
"49437","8661836-0008","8661836","8. a method to flush a contaminant from service hoses of a refrigerant recovery unit, comprising the steps of:","8","0","15","1","1",1
"49438","8661836-0008","8661836","connecting a first end of a high side service hose and a first end of a low side service hose to a first portion of the unit that provides a refrigerant to the service hoses;","8","15","16","2","1",1
"49439","8661836-0008","8661836","connecting a second end of the high side service hose and a second end of the low service hose to a second portion of the unit so that the second ends form a closed loop;","8","15","17","2","1",1
"49440","8661836-0008","8661836","entering a predetermined amount of time for flushing the service hoses;","8","15","18","2","1",1
"49441","8661836-0008","8661836","measuring a pressure within the service hoses with a pressure sensor;","8","15","19","2","1",1
"49442","8661836-0008","8661836","performing a recovery of refrigerant if there is a positive pressure in the service hoses;","8","15","20","2","1",1
"49443","8661836-0008","8661836","determining if there is an adequate vacuum in the service hoses after the recovery;","8","15","21","2","1",1
"49444","8661836-0008","8661836","performing an evacuation of the service hoses if the vacuum is inadequate;","8","15","22","2","1",1
"49445","8661836-0008","8661836","flushing the service hoses with a refrigerant for a predetermined period of time; and","8","15","23","2","1",1
"49446","8661836-0008","8661836","recovering refrigerant from the service hoses.","8","15","24","2","1",1
"49621","8677435-0012","8677435","12. a method of upstream power control for use in a cable modem in communication with a head-end and having multiple transmit channels coupled to a single amplifier, said method comprising the steps of:","12","0","14","1","1",1
